"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"18","Need a visa? #Europa #Europe #vacation #travel #worldtravel #sightseeing #carpediem #beautifuldestinations… https://t.co/1ovLjKzi6I",FALSE,0,NA,2020-02-01 16:51:33,TRUE,NA,"1223650103866613760",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","FranciscoPina75",0,FALSE,FALSE,NA,NA
"19","Good luck to @CrawlForTheMoon as he sets off to cycle from Tarifa to Nordkapp... 
#cycling #travel #adventure… https://t.co/FHWGg61uEh",FALSE,5,NA,2020-02-01 16:49:15,TRUE,NA,"1223649525132406784",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","CyclingEurope",0,FALSE,FALSE,NA,NA
"20","RT @EurostarJustinp: Good morning from London St Pancras. Paris still 491.83 kilometres away by train. Brussels: 373.33, Amsterdam: 581.33,…",FALSE,0,NA,2020-02-01 16:48:31,FALSE,NA,"1223649338171195394",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","globetrotter335",11,TRUE,FALSE,NA,NA
"21","Fly free? You read that right. Book your trip today and get free flights on select 2020 river cruises! #freeflights… https://t.co/CqfxT8Qr4m",FALSE,1,NA,2020-02-01 16:43:02,TRUE,NA,"1223647958492684288",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","travel_w_Quest",0,FALSE,FALSE,NA,NA
"22","RT @JosephDeMauro1: TWITTER NEWS UPDATES
click here
https://t.co/z45yJue7ZO

All Twitter Links in ONE location
Less Retweets
Community News…",FALSE,0,NA,2020-02-01 16:24:03,FALSE,NA,"1223643183982301184",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JosephDeMauro1",5,TRUE,FALSE,NA,NA
"23","RT @JosephDeMauro1: TWITTER NEWS UPDATES
click here
https://t.co/z45yJue7ZO

All Twitter Links in ONE location
Less Retweets
Community News…",FALSE,0,NA,2020-02-01 16:16:58,FALSE,NA,"1223641401235296256",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JosephDeMauro1",6,TRUE,FALSE,NA,NA
"24","RT @JosephDeMauro1: TWITTER NEWS UPDATES
click here
https://t.co/z45yJue7ZO

All Twitter Links in ONE location
Less Retweets
Community News…",FALSE,0,NA,2020-02-01 16:16:29,FALSE,NA,"1223641278098833408",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JosephDeMauro1",4,TRUE,FALSE,NA,NA
"25","RT @JosephDeMauro1: TWITTER NEWS UPDATES
click here
https://t.co/z45yJue7ZO 

All Twitter Links in ONE location
Less Retweets
Community New…",FALSE,0,NA,2020-02-01 16:16:04,FALSE,NA,"1223641173186744320",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JosephDeMauro1",4,TRUE,FALSE,NA,NA
"26","RT @Paises_Here: #Moldávia - #RepúblicaDaMoldávia #RepúblicaMoldova #Moldavia #Moldova #Chișinău #Chisinau #Quichinau #Quixinau #Quixineve…",FALSE,0,NA,2020-02-01 16:10:13,FALSE,NA,"1223639701212553218",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Silvio_Menezs",1,TRUE,FALSE,NA,NA
"27","📌 Paris, France 🇫🇷
⁣
A perfect sunset in Paris is worth ten anywhere else in the world.⁣
⁣
#paris #france… https://t.co/2iFWT6I5Bi",FALSE,2,NA,2020-02-01 16:07:00,TRUE,NA,"1223638892299137024",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mikeroscoe",0,FALSE,FALSE,NA,NA
"28","What to eat when traveling to Turkey 🇹🇷 

👉🏻 https://t.co/Sk1heW6Q1z
-
#turkey #turkishfood #iskender #kebap #doner… https://t.co/XFuFDtQl8h",FALSE,0,NA,2020-02-01 16:06:05,TRUE,NA,"1223638661985722369",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","CarbonCraftLtd",0,FALSE,FALSE,NA,NA
"29","Mountain Olympos, Agiasos, Greece

#culture #geography #science #world #life #art #education #writing #research… https://t.co/9MXdlCiuqm",FALSE,0,NA,2020-02-01 16:05:20,TRUE,NA,"1223638470373015552",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sarass08",0,FALSE,FALSE,NA,NA
"30","RT @travelling_meg: It's like a subway station from a movie but it's real!
#travel #trip #funny #Frankfurt #germany #europe
 
映画みたいな本物の地下鉄の…",FALSE,0,NA,2020-02-01 15:54:50,FALSE,NA,"1223635830498971648",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hnrmartin",1,TRUE,FALSE,NA,NA
"31","#asia #travel #travelphotography #indonesia #thailand #china #photography #travelgram #love #europe #india… https://t.co/Kojs66IjSG",FALSE,2,NA,2020-02-01 15:52:13,TRUE,NA,"1223635169074196483",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","aadi350",0,FALSE,FALSE,NA,NA
"32","RT @kantemiris: Video by @kantemiris
 #Greece #travelbloggers #Travel #England #Europe #ttot #love #art #VIDEO #youtube #Twitter #wildearth…",FALSE,0,NA,2020-02-01 15:50:17,FALSE,NA,"1223634684283740163",NA,"<a href=""https://techdox.nz"" rel=""nofollow"">LinuxBot2.0</a>","LlnuxBot",130,TRUE,FALSE,NA,NA
"33","RT @kantemiris: Video by @kantemiris
 #Greece #travelbloggers #Travel #England #Europe #ttot #love #art #VIDEO #youtube #Twitter #wildearth…",FALSE,0,NA,2020-02-01 15:49:16,FALSE,NA,"1223634428972367874",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","amalfitanoanto2",130,TRUE,FALSE,NA,NA
"34","My View  #budapest #hungary #eculebras #canonespaña #reflejos #eos80d #travel #trip #travelphotography #europe… https://t.co/PicICWUq4L",FALSE,4,NA,2020-02-01 15:38:15,TRUE,NA,"1223631654624931843",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","educulebras",0,FALSE,FALSE,NA,NA
"35","Lisbon colours 💙💛 #lisbon #lisboa #portugal #portuguese #travel #weekend #colour #colours #weekend #citybreak… https://t.co/AkMEqFwx6w",FALSE,0,NA,2020-02-01 15:37:15,TRUE,NA,"1223631406707937284",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","nutmegs_seven",0,FALSE,FALSE,"-9.1394","38.7261"
"36","Albania 🇦🇱 ... a musical inspiration 🎶 
👇🏻
https://t.co/NqnLljxYgP
-
#Albania #Europe #songs #Albanian #artists… https://t.co/apqC6lc18d",FALSE,0,NA,2020-02-01 15:35:09,TRUE,NA,"1223630874207498240",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","CarbonCraftLtd",0,FALSE,FALSE,NA,NA
"37","RT @iamvagabond: #Stockholm #Sweden #Europe #travel 

https://t.co/5MOXfcVEdj 

 #seetheworld #travelphotography #travelpics #2020goals 

@…",FALSE,0,NA,2020-02-01 15:28:18,FALSE,NA,"1223629151753519105",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","iamvagabond",2,TRUE,FALSE,NA,NA
"38","RT @iamvagabond: A day in #Stockholm #Sweden 

https://t.co/5zC0pv0qSC

#travelpics #travel #photography #europe #vacation #seetheworld #tt…",FALSE,0,NA,2020-02-01 15:27:57,FALSE,NA,"1223629065979973632",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","iamvagabond",1,TRUE,FALSE,NA,NA
"39","RT @SaveATrain: The world is a book and those who do not travel read only one page. #Explore  #Europe #Rail #Travel #Ttot #Tour  #TravelSat…",FALSE,0,NA,2020-02-01 15:27:24,FALSE,NA,"1223628923952680965",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","szilviade_",18,TRUE,FALSE,NA,NA
"40","It's like a subway station from a movie but it's real!
#travel #trip #funny #Frankfurt #germany #europe
 
映画みたいな本物の… https://t.co/PlV9XeCBLx",FALSE,1,NA,2020-02-01 15:05:51,TRUE,NA,"1223623502797795328",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","travelling_meg",1,FALSE,FALSE,NA,NA
"41","Indoor rainbow in Stockholm ❤️ #wanderlustXL #travel #travelmore #travelnow #art #underground #metrostation #city… https://t.co/Z3lfPxA8OO",FALSE,12,NA,2020-02-01 15:03:12,TRUE,NA,"1223622837514039296",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WanderlustXL",0,FALSE,FALSE,NA,NA
"42","Wood workers, Agiasos, Greece

#culture #geography #science #world #life #art #education #writing #research… https://t.co/Oy9fJm3fqc",FALSE,0,NA,2020-02-01 14:56:04,TRUE,NA,"1223621038761746432",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sarass08",0,FALSE,FALSE,NA,NA
"43","RT @341_SA: “ Searching For Truth ""

Dr.  Laurence Brown

https://t.co/jauMfGOFGZ

#NBA  #NBAnaESPN  #news  #USA
#UK  #China #Chinese  #Aus…",FALSE,0,NA,2020-02-01 14:55:29,FALSE,NA,"1223620891927597056",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gce24",9,TRUE,FALSE,NA,NA
"44","#Moldávia - #RepúblicaDaMoldávia #RepúblicaMoldova #Moldavia #Moldova #Chișinău #Chisinau #Quichinau #Quixinau… https://t.co/XTHSaQ5hQx",FALSE,5,NA,2020-02-01 14:54:50,TRUE,NA,"1223620730404921346",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Paises_Here",1,FALSE,FALSE,NA,NA
"45","Top 5 Places To Visit In Paris https://t.co/zsjmWPDFLd #europe #travel",FALSE,0,NA,2020-02-01 14:53:55,FALSE,NA,"1223620500569673728",NA,"<a href=""http://www.ajaymatharu.com/"" rel=""nofollow"">Tweet Old Post</a>","getthatrightgtr",0,FALSE,FALSE,NA,NA
"46","RT @PlentyHoliday: Malta at 4* II Palazzin Hotel🎊🎉
3N B&amp;B- March Only From £89😍😍
✅Book now ▶️ https://t.co/F6BqlxEkbF
📞CALL NOW :0203994764…",FALSE,0,NA,2020-02-01 14:51:23,FALSE,NA,"1223619863685607424",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HTDHolidayTips",1,TRUE,FALSE,NA,NA
"47","Malta at 4* II Palazzin Hotel🎊🎉
3N B&amp;B- March Only From £89😍😍
✅Book now ▶️ https://t.co/F6BqlxEkbF
📞CALL NOW :02039… https://t.co/J6QYM5lP58",FALSE,1,NA,2020-02-01 14:50:23,TRUE,NA,"1223619610139709445",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PlentyHoliday",1,FALSE,FALSE,NA,NA
"48","RT @WanderlustXL: Lake Molveno #wanderlustXL #travel #outdoors #travelmore #travelnow #nature #RT #Europe #Trentino #Italy #Italia #VisitIt…",FALSE,0,NA,2020-02-01 14:48:17,FALSE,NA,"1223619083637157894",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WanderlustXL",8,TRUE,FALSE,NA,NA
"49","Moving towards Lauterbrunnen!
.
.
.
#interlaken #lauterbrunnen #mountains #beautifulday #water #lake #poses #fun… https://t.co/701TozIEKX",FALSE,0,NA,2020-02-01 14:38:49,TRUE,NA,"1223616698546380801",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","MrPolaar",0,FALSE,FALSE,NA,NA
"50","Just found @KeepOnTravelin on #amazonprime and I’m settling in for a lazy morning #keepontravelin #europe #travel #guiltypleasure",FALSE,0,NA,2020-02-01 14:34:07,FALSE,NA,"1223615517262598147",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Pineapple_brz",0,FALSE,FALSE,NA,NA
"51","Al fuoco! 
•
•
#roma #weekend #lego #rome #legoroma #wow #Eu #Europe  #photooftheday #italy #shot #diorama #museum… https://t.co/Vx7kmj7UiC",FALSE,1,NA,2020-02-01 14:18:12,TRUE,NA,"1223611511093874688",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","MattiaGalante",0,FALSE,FALSE,"12.48194878","41.89667869"
"52","RT @341_SA: “ Searching For Truth ""

Dr.  Laurence Brown

https://t.co/jauMfGOFGZ

#NBA  #NBAnaESPN  #news  #USA
#UK  #China #Chinese  #Aus…",FALSE,0,NA,2020-02-01 14:13:30,FALSE,NA,"1223610329718054914",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hayateac",9,TRUE,FALSE,NA,NA
"53","#London Itinerary 4 Days Plus! Best of the Remarkable https://t.co/t9Lnf1lo99 #europe #experiences #foodstuffs #lodging #reviews #travel",FALSE,0,NA,2020-02-01 14:06:59,FALSE,NA,"1223608687366832129",NA,"<a href=""https://semibudgettravel.com"" rel=""nofollow"">Share Posts to Twitter - SBT</a>","semibudgettrvl",0,FALSE,FALSE,NA,NA
"54","RT @SaveATrain: The world is a book and those who do not travel read only one page. #Explore  #Europe #Rail #Travel #Ttot #Tour  #TravelSat…",FALSE,0,NA,2020-02-01 14:05:50,FALSE,NA,"1223608400921141250",NA,"<a href=""http://www.riadnomad.com/"" rel=""nofollow"">RiadNomadbot</a>","RiadNomad",18,TRUE,FALSE,NA,NA
"55","A day trip from #Porto to Guimarães, #Portugal #travel https://t.co/xnN0zBjUwx #castles #daytrips #europe #food #guimaraes",FALSE,0,NA,2020-02-01 13:54:47,FALSE,NA,"1223605616943542273",NA,"<a href=""https://everybodyhatesatourist.net"" rel=""nofollow"">Revive Old Post EHAT</a>","ehatourist",0,FALSE,FALSE,NA,NA
"56","RT @SaveATrain: The world is a book and those who do not travel read only one page. #Explore  #Europe #Rail #Travel #Ttot #Tour  #TravelSat…",FALSE,0,NA,2020-02-01 13:53:10,FALSE,NA,"1223605213312892928",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mugiwar23936135",18,TRUE,FALSE,NA,NA
"57","RT @JosephDeMauro1: TWITTER NEWS UPDATES
click here
https://t.co/z45yJue7ZO

All Twitter Links in ONE location
Less Retweets
Community News…",FALSE,0,NA,2020-02-01 13:49:49,FALSE,NA,"1223604367137226754",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MoviesCommons",5,TRUE,FALSE,NA,NA
"58","RT @341_SA: “ Searching For Truth ""

Dr.  Laurence Brown

https://t.co/jauMfGOFGZ

#NBA  #NBAnaESPN  #news  #USA
#UK  #China #Chinese  #Aus…",FALSE,0,NA,2020-02-01 13:49:13,FALSE,NA,"1223604219002925056",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","fafofe12345",9,TRUE,FALSE,NA,NA
"59","Kolona beach, Aegina, Greece

#culture #geography #science #world #life #art #education #writing #research  #travel… https://t.co/Of4mSP5cwF",FALSE,0,NA,2020-02-01 13:49:11,TRUE,NA,"1223604210421374977",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sarass08",0,FALSE,FALSE,NA,NA
"60","RT @JosephDeMauro1: TWITTER NEWS UPDATES
click here
https://t.co/z45yJue7ZO

All Twitter Links in ONE location
Less Retweets
Community News…",FALSE,0,NA,2020-02-01 13:47:06,FALSE,NA,"1223603683868303360",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MoviesCommons",6,TRUE,FALSE,NA,NA
"61","RT @JosephDeMauro1: TWITTER NEWS UPDATES
click here
https://t.co/z45yJue7ZO

All Twitter Links in ONE location
Less Retweets
Community News…",FALSE,0,NA,2020-02-01 13:45:56,FALSE,NA,"1223603389486882817",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MoviesCommons",4,TRUE,FALSE,NA,NA
"62","RT @JosephDeMauro1: TWITTER NEWS UPDATES
click here
https://t.co/z45yJue7ZO 

All Twitter Links in ONE location
Less Retweets
Community New…",FALSE,0,NA,2020-02-01 13:45:32,FALSE,NA,"1223603290308411393",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MoviesCommons",4,TRUE,FALSE,NA,NA
"63","The 10 Tallest Buildings In Europe via culturetrip https://t.co/pBcC3q2BOp  #europe #Travel #Voyage #lifestyle https://t.co/LBRHoV029R",FALSE,0,NA,2020-02-01 13:38:05,FALSE,NA,"1223601413902626816",NA,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>","46pakuqp",0,FALSE,FALSE,NA,NA
"64","Growing In Popularity: Why European River Cruises Are Becoming A Must For Millennials - River Cruise Advisor… https://t.co/unvxYz6BAD",FALSE,1,NA,2020-02-01 13:35:00,TRUE,NA,"1223600641043550208",NA,"<a href=""https://eclincher.com"" rel=""nofollow"">eClincher</a>","allaboardintl",0,FALSE,FALSE,NA,NA
"65","RT @NicoleReigelman: #Stonehenge #Salisbury #England #GreatBritain #UK #Europe #ExploreMore #Holidays #LiveLifeWell #Travel December 2011 h…",FALSE,0,NA,2020-02-01 13:22:34,FALSE,NA,"1223597509081214977",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","xJavierPaco",1,TRUE,FALSE,NA,NA
"66","RT @341_SA: “ Searching For Truth ""

Dr.  Laurence Brown

https://t.co/jauMfGOFGZ

#NBA  #NBAnaESPN  #news  #USA
#UK  #China #Chinese  #Aus…",FALSE,0,NA,2020-02-01 13:20:55,FALSE,NA,"1223597095766102016",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tawwaq11",9,TRUE,FALSE,NA,NA
"67","#Stonehenge #Salisbury #England #GreatBritain #UK #Europe #ExploreMore #Holidays #LiveLifeWell #Travel December 2011 https://t.co/WxYM46MEPz",FALSE,3,NA,2020-02-01 13:17:22,FALSE,NA,"1223596201590829056",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NicoleReigelman",1,FALSE,FALSE,NA,NA
"68","RT @341_SA: “ Searching For Truth ""

Dr.  Laurence Brown

https://t.co/jauMfGOFGZ

#NBA  #NBAnaESPN  #news  #USA
#UK  #China #Chinese  #Aus…",FALSE,0,NA,2020-02-01 13:13:27,FALSE,NA,"1223595214931017728",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PaulvsJesus",9,TRUE,FALSE,NA,NA
"69","RT @Gr3Te4rights: Hey, Canada 🍁 it's 14 Celsius, the sun is shining! Lol 😂 🤣 😂 #Europe #Travel #FamilyIsFamily @Allen58B https://t.co/JcOpG…",FALSE,0,NA,2020-02-01 13:12:47,FALSE,NA,"1223595048010276864",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MisleaderC",2,TRUE,FALSE,NA,NA
"70","RT @Gr3Te4rights: Hey, Canada 🍁 it's 14 Celsius, the sun is shining! Lol 😂 🤣 😂 #Europe #Travel #FamilyIsFamily @Allen58B https://t.co/JcOpG…",FALSE,0,NA,2020-02-01 13:12:29,FALSE,NA,"1223594973536358406",NA,"<a href=""http://www.amadeusworldwide.com"" rel=""nofollow"">TwitterBot 1</a>","ExploreAmadeus",2,TRUE,FALSE,NA,NA
"71","RT @STREETVINYL: Love when #djs know exactly what to play to liven up the party. Hearing Common in Germany warms my heart.

.
.

#streetvin…",FALSE,0,NA,2020-02-01 13:11:57,FALSE,NA,"1223594840572809217",NA,"<a href=""http://www.amadeusworldwide.com"" rel=""nofollow"">TwitterBot 1</a>","ExploreAmadeus",1,TRUE,FALSE,NA,NA
"72","Hey, Canada 🍁 it's 14 Celsius, the sun is shining! Lol 😂 🤣 😂 #Europe #Travel #FamilyIsFamily @Allen58B https://t.co/JcOpGo8pKs",FALSE,15,NA,2020-02-01 13:11:53,FALSE,NA,"1223594822528880640",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Gr3Te4rights",2,FALSE,FALSE,NA,NA
"73","RT @341_SA: “ Searching For Truth ""

Dr.  Laurence Brown

https://t.co/jauMfGOFGZ

#NBA  #NBAnaESPN  #news  #USA
#UK  #China #Chinese  #Aus…",FALSE,0,NA,2020-02-01 13:11:32,FALSE,NA,"1223594735127928833",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","unlimited_abu",9,TRUE,FALSE,NA,NA
"74","Love when #djs know exactly what to play to liven up the party. Hearing Common in Germany warms my heart.

.
.… https://t.co/c5fawBYJFG",FALSE,3,NA,2020-02-01 13:10:24,TRUE,NA,"1223594450703863809",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","STREETVINYL",1,FALSE,FALSE,NA,NA
